id,reference
0,47.752052157121746
1,78.67782572794137
2,83.90215768444915
3,55.289366067145934
4,79.10332357618742
5,12.025934268858599
6,78.03986320275467
7,62.27828962281722
8,40.25995066340053
9,37.89012614805732
10,50.53738567531748
11,65.8819775399266
12,73.8485107237829
13,64.05696425016342
14,35.181996837903924
15,53.221209451895774
16,30.918901767432583
17,74.46819095704168
18,81.57451498184113
19,37.014390902695716
20,66.9830718974283
21,69.71984388618696
22,35.63055205507763
23,60.099099672059
24,49.472908599284885
25,20.308262684840944
26,12.904461756185313
27,37.0442835100345
28,72.76892721751211
29,35.76422811877467
30,77.0175033433471
31,65.63469336001513
32,57.319376928437904
33,82.27563255719744
34,54.959577371928276
35,58.92376174480181
36,44.01504819480746
37,74.89021934365397
38,44.53473580183995
39,49.789178534240804
40,83.75766977312597
41,83.87543331871171
42,47.553813872118546
43,75.90158890685575
44,45.48378079385875
45,43.89243151608981
46,12.228508960816077
47,81.64139525685141
48,57.79588054718819
49,36.903574298459354
50,57.57996330217502
51,49.82674317193082
52,26.81022057891261
53,51.499664893757725
54,93.20950845411645
55,73.1011073043403
56,75.10252224895669
57,46.13901318390534
58,3.023185324011566
59,54.40517348737073
60,39.83217077328366
61,62.370088368002875
62,31.047251584338312
63,49.97203330317188
64,68.45153589259084
65,30.21631067060632
66,68.6609951367105
67,86.3920735787034
68,50.426359272375706
69,78.43296769060473
70,72.39701482216782
71,67.53037742175788
72,25.66288637872573
73,75.25382245948335
74,60.381426149008796
75,24.24567710301887
76,72.11187815142965
77,25.4712989341265
78,85.73881243662144
79,30.29468594220158
80,62.50603316049205
81,69.25476431653732
82,46.417947547792686
83,48.55017816471569
84,44.611410448378635
85,52.78055856388123
86,46.24786402766822
87,68.97013287789827
88,26.923603939397598
89,59.44817577616554
90,65.65366891968708
91,31.554207623595047
92,29.646514963887604
93,33.60219546580476
94,43.730559533047554
95,35.71487291443823
96,5.454283990467613
97,60.040557325878424
98,66.26731609490797
99,50.01280082040656
100,49.531711053576245
101,60.673018861811904
102,34.586693062296
103,31.212396266580516
104,53.97886459249642
105,54.5605973754121
106,15.518425485881544
107,82.39303958525431
108,70.45207774234707
109,27.624939881207013
110,52.3617673879007
111,82.74030419336873
112,51.51916184457313
113,21.300538798544874
114,78.45798263217972
115,23.579467428753244
116,75.9858562743587
117,28.52800373662657
118,41.200697318583366
119,55.517578755717196
120,45.41331607248135
121,81.32157296247729
122,29.067124194677564
123,37.66793139191965
124,37.7699893107379
125,50.68330026033162
126,36.501606607621234
127,54.42729780758025
128,37.08555414053841
129,10.27314609426519
130,86.1606980743351
131,68.02241330171418
132,66.20468423635481
133,41.13834131916081
134,55.41712593241487
135,58.70653959206234
136,47.98363378297254
137,56.80181916369951
138,78.09689138529191
139,8.703019346546993
140,27.2071962401842
141,84.57761151800852
142,1.7303847923829228
143,70.34274386696832
144,50.146182973633316
145,34.60677193109278
146,18.636887748414093
147,74.40824299715334
148,39.31382890396517
149,41.50590067577216
150,67.8975762816725
151,60.64681684309587
152,44.693608341916296
153,62.575387188374414
154,75.35998447365476
155,38.525097450111936
156,69.39654378800861
157,53.78370514844311
158,52.1972446111508
159,63.90814719749468
160,37.24223033814188
161,71.56733007088647
162,12.508496863001776
163,38.55518851003391
164,26.086502177123396
165,36.21183402158621
166,56.88238840173856
167,67.49423173807797
168,37.6627825076713
169,9.330354940988594
170,46.15505022775573
171,7.229939499370542
172,34.93128567252867
173,26.221670982448074
174,68.57575967356638
175,28.849461604889065
176,66.24830975258827
177,28.889449602087797
178,75.22329799609676
179,48.49154804601132
180,48.27947113166099
181,38.033873779562526
182,66.50454417660275
183,84.22112045583445
184,43.012552301293546
185,82.05302631565718
186,57.7052019835676
187,80.85563310837578
188,45.815481585026454
189,46.37047402060192
190,81.10385454839928
191,55.97138645742131
192,40.87942940014478
193,92.64110232044825
194,75.33096605590806
195,52.901465225545266
196,31.63441139759109
197,65.11433028513952
198,78.4264007163022
199,27.379284367426315
200,52.98179453367162
201,38.94866374787328
202,38.694346162339045
203,14.511481891903957
204,62.887996416605034
205,23.656640532758377
206,29.056404441562965
207,79.5875916477394
208,43.71860125753837
209,54.853360084007996
210,74.72853266485468
211,62.950104415383215
212,55.15922169230371
213,51.72305912034629
214,47.19226296429345
215,66.07295665612503
216,56.31637506157978
217,29.515901989622186
218,47.638055762992444
219,57.43575471837972
220,9.097302374855598
221,32.080467537696514
222,56.887378122762996
223,38.75483816635878
224,59.206749070987826
225,31.4826427648865
226,9.478080659608365
227,64.58358147777668
228,33.95148348040007
229,80.56360482861992
230,37.1138241563771
231,70.29991672023382
232,43.47526303385611
233,39.34582592039661
234,40.95514788345876
235,45.96217656442017
236,50.04848451096957
237,54.161789942858455
238,35.65243906551729
239,53.3421792538191
240,70.99074854004505
241,47.169105116970364
242,50.44390781272045
243,56.57473450832577
244,64.29735858388575
245,46.14151109395572
246,5.135870678247996
247,44.130557138041674
248,34.75346841839125
249,9.74418397069446
250,53.823655180193384
251,54.192835834763216
252,58.247482012139116
253,78.53617531572624
254,74.51571868064377
255,39.01247788339373
256,12.798092229288775
257,89.21774687832556
258,12.357202685114956
259,82.04689855011623
260,68.74479184668279
261,56.447302141211665
262,31.27516893227277
263,48.371609960167135
264,50.56740456640657
265,55.73394447533869
266,-7.597434595384567
267,79.78173858861987
268,15.184251950544601
269,71.98768574371894
270,49.969405866015855
271,51.22555345568995
272,79.50306892842735
273,18.874484434716244
274,65.69537147926273
275,46.72087307866174
276,52.803836232991735
277,47.00877000231175
278,47.08083510431326
279,44.21313216121769
280,57.51175137230924
281,71.70182458170524
282,6.634449858593578
283,35.11212789318864
284,67.28109794913033
285,53.500647942862834
286,21.444652066286388
287,55.41051827567737
288,43.91175911784044
289,44.09467445937857
